filename,overall_status,overall_score,shot_type,archetype_score,insightface_status,insightface_note,ai_brain_score,ai_brain_status,ai_brain_note,semantic_clip_score,semantic_clip_status,semantic_clip_note,aesthetic_score,aesthetic_status,aesthetic_note,skin_tone_score,skin_tone_status,skin_tone_note,blur_score,blur_status,blur_note,exposure_score,exposure_status,exposure_note,pose_score,pose_status,pose_note,duplicate_status,duplicate_note,reason,category
img_0102.jpg,REJECT,35.0,portrait,0.5070000290870667,REJECT,sim=0.296 (too low),,PASS,disabled,0.4166,PASS,clip_sim=0.254,3.41,REJECT,aesthetic=3.4/10 (low quality),0.3855,PASS,skin_delta=15.4,1.0,PASS,lapvar=374.6,0.9498,REVIEW,black=7.0% white=0.0%,,PASS,mediapipe_unavailable,PASS,unique,archetype(REJECT); aesthetic(REJECT); exposure(REVIEW),reject
img_0103.jpg,REJECT,35.0,portrait,0.48330000042915344,REJECT,sim=0.262 (too low),,PASS,disabled,0.2204,REVIEW,clip_sim=0.205,2.13,REJECT,aesthetic=2.1/10 (low quality),0.2165,PASS,skin_delta=19.6,0.302,REVIEW,lapvar=81.3,0.9533,REVIEW,black=6.9% white=0.0%,,PASS,mediapipe_unavailable,PASS,unique,archetype(REJECT); semantic(REVIEW); aesthetic(REJECT); blur(REVIEW); exposure(REVIEW),reject
img_0116.jpg,REJECT,35.0,portrait,0.436599999666214,REJECT,sim=0.195 (too low),,PASS,disabled,0.3582,REVIEW,clip_sim=0.240,2.49,REJECT,aesthetic=2.5/10 (low quality),0.0,REJECT,skin_delta=35.5 (wrong tone),0.6876,PASS,lapvar=146.9,0.5749,REVIEW,black=20.6% white=6.4%,,PASS,mediapipe_unavailable,PASS,unique,archetype(REJECT); semantic(REVIEW); aesthetic(REJECT); skin(REJECT); exposure(REVIEW),reject
img_0118.jpg,REJECT,35.0,portrait,0.5277000069618225,REVIEW,sim=0.325 qual=1.000,,PASS,disabled,0.3014,REVIEW,clip_sim=0.225,2.85,REJECT,aesthetic=2.9/10 (low quality),0.0,REJECT,skin_delta=50.4 (wrong tone),1.0,PASS,lapvar=285.2,1.0,PASS,black=0.0% white=0.0%,,PASS,mediapipe_unavailable,REVIEW,semantic_near_dup_clip:0.877,archetype(REVIEW); semantic(REVIEW); aesthetic(REJECT); skin(REJECT),reject
img_0119.jpg,REJECT,35.0,environmental,0.37389999628067017,REJECT,sim=0.106 (too low),,PASS,disabled,0.1891,REJECT,clip_sim=0.197 (wrong subject),2.66,REJECT,aesthetic=2.7/10 (low quality),0.0,REVIEW,skin_delta=27.0,1.0,PASS,lapvar=4221.3,1.0,PASS,black=0.1% white=0.4%,,PASS,mediapipe_unavailable,PASS,unique,archetype(REJECT); semantic(REJECT); aesthetic(REJECT); skin(REVIEW),reject
img_0129.jpg,REJECT,35.0,environmental,0.4551999866962433,REJECT,sim=0.222 (too low),,PASS,disabled,0.2214,REVIEW,clip_sim=0.205,1.48,REJECT,aesthetic=1.5/10 (low quality),0.0,REVIEW,skin_delta=28.7,0.6402,PASS,lapvar=138.8,1.0,PASS,black=0.8% white=0.0%,,PASS,mediapipe_unavailable,PASS,unique,archetype(REJECT); semantic(REVIEW); aesthetic(REJECT); skin(REVIEW),reject
img_0131.jpg,REJECT,35.0,environmental,0.4693000018596649,REJECT,sim=0.242 (too low),,PASS,disabled,0.103,REJECT,clip_sim=0.176 (wrong subject),1.41,REJECT,aesthetic=1.4/10 (low quality),0.5495,PASS,skin_delta=11.3,0.652,PASS,lapvar=140.8,1.0,PASS,black=1.9% white=0.0%,,PASS,mediapipe_unavailable,PASS,unique,archetype(REJECT); semantic(REJECT); aesthetic(REJECT),reject
img_0134.jpg,REJECT,35.0,portrait,0.4399999976158142,REJECT,sim=0.200 (too low),,PASS,disabled,0.2296,REVIEW,clip_sim=0.207,1.0,REJECT,aesthetic=1.0/10 (low quality),0.0,REVIEW,skin_delta=29.8,1.0,PASS,lapvar=301.4,1.0,PASS,black=2.6% white=0.0%,,PASS,mediapipe_unavailable,PASS,unique,archetype(REJECT); semantic(REVIEW); aesthetic(REJECT); skin(REVIEW),reject
img_0140.jpg,REJECT,35.0,half_body,0.48570001125335693,REJECT,sim=0.265 (too low),,PASS,disabled,0.3405,REVIEW,clip_sim=0.235,2.86,REJECT,aesthetic=2.9/10 (low quality),0.0,REVIEW,skin_delta=27.2,0.4076,REVIEW,lapvar=99.3,1.0,PASS,black=3.2% white=0.0%,,PASS,mediapipe_unavailable,REVIEW,semantic_near_dup_clip:0.853,archetype(REJECT); semantic(REVIEW); aesthetic(REJECT); skin(REVIEW); blur(REVIEW),reject
img_0143.jpg,REJECT,35.0,environmental,0.5088000297546387,REJECT,sim=0.298 (too low),,PASS,disabled,0.0,REJECT,clip_sim=0.141 (wrong subject),3.1,REJECT,aesthetic=3.1/10 (low quality),,REVIEW,no_skin_detected,0.6308,PASS,lapvar=137.2,1.0,PASS,black=0.6% white=0.0%,,PASS,mediapipe_unavailable,PASS,unique,archetype(REJECT); semantic(REJECT); aesthetic(REJECT); skin(REVIEW),reject
img_0145.jpg,REJECT,35.0,portrait,0.483599990606308,REJECT,sim=0.262 (too low),,PASS,disabled,0.2994,REVIEW,clip_sim=0.225,3.39,REJECT,aesthetic=3.4/10 (low quality),0.4956,PASS,skin_delta=12.6,1.0,PASS,lapvar=241.7,0.937,REVIEW,black=7.5% white=0.0%,,PASS,mediapipe_unavailable,PASS,unique,archetype(REJECT); semantic(REVIEW); aesthetic(REJECT); exposure(REVIEW),reject
img_0146.png,REJECT,35.0,portrait,0.6342999935150146,REVIEW,sim=0.478 qual=1.000,,PASS,disabled,0.3195,REVIEW,clip_sim=0.230,3.49,REJECT,aesthetic=3.5/10 (low quality),0.0,REJECT,skin_delta=46.0 (wrong tone),1.0,PASS,lapvar=228.4,1.0,PASS,black=0.2% white=0.0%,,PASS,mediapipe_unavailable,REVIEW,semantic_near_dup_clip:0.876,archetype(REVIEW); semantic(REVIEW); aesthetic(REJECT); skin(REJECT),reject
img_0150.jpg,REJECT,35.0,portrait,0.4440999925136566,REJECT,sim=0.206 (too low),,PASS,disabled,0.3447,REVIEW,clip_sim=0.236,1.58,REJECT,aesthetic=1.6/10 (low quality),0.3064,PASS,skin_delta=17.3,1.0,PASS,lapvar=1882.5,1.0,PASS,black=1.5% white=0.0%,,PASS,mediapipe_unavailable,PASS,unique,archetype(REJECT); semantic(REVIEW); aesthetic(REJECT),reject
img_0152.jpg,REJECT,35.0,portrait,0.5385000109672546,REVIEW,sim=0.341 qual=1.000,,PASS,disabled,0.3775,REVIEW,clip_sim=0.244,1.89,REJECT,aesthetic=1.9/10 (low quality),0.0,REJECT,skin_delta=32.3 (wrong tone),1.0,PASS,lapvar=326.4,1.0,PASS,black=1.1% white=0.2%,,PASS,mediapipe_unavailable,PASS,unique,archetype(REVIEW); semantic(REVIEW); aesthetic(REJECT); skin(REJECT),reject
img_0153.jpg,REJECT,35.0,half_body,0.49410000443458557,REJECT,sim=0.277 (too low),,PASS,disabled,0.2588,REVIEW,clip_sim=0.215,3.32,REJECT,aesthetic=3.3/10 (low quality),0.8319,PASS,skin_delta=4.2,0.9564,PASS,lapvar=192.6,1.0,PASS,black=0.4% white=0.3%,,PASS,mediapipe_unavailable,PASS,unique,archetype(REJECT); semantic(REVIEW); aesthetic(REJECT),reject
img_0172.jpg,REJECT,35.0,environmental,0.392300009727478,REJECT,sim=0.132 (too low),,PASS,disabled,0.2585,REVIEW,clip_sim=0.215,2.18,REJECT,aesthetic=2.2/10 (low quality),0.0,REJECT,skin_delta=52.7 (wrong tone),1.0,PASS,lapvar=256.2,1.0,PASS,black=1.6% white=0.0%,,PASS,mediapipe_unavailable,PASS,unique,archetype(REJECT); semantic(REVIEW); aesthetic(REJECT); skin(REJECT),reject
img_0174.jpg,REJECT,35.0,environmental,0.35370001196861267,REJECT,sim=0.077 (too low),,PASS,disabled,0.1091,REJECT,clip_sim=0.177 (wrong subject),2.33,REJECT,aesthetic=2.3/10 (low quality),0.2251,PASS,skin_delta=19.4,0.7438,PASS,lapvar=156.4,1.0,PASS,black=1.6% white=0.1%,,PASS,mediapipe_unavailable,REVIEW,semantic_near_dup_clip:0.884,archetype(REJECT); semantic(REJECT); aesthetic(REJECT),reject
img_0175.jpg,REJECT,35.0,environmental,0.4341000020503998,REJECT,sim=0.192 (too low),,PASS,disabled,0.126,REJECT,clip_sim=0.181 (wrong subject),2.37,REJECT,aesthetic=2.4/10 (low quality),0.8188,PASS,skin_delta=4.5,0.9992,PASS,lapvar=199.9,0.9061,REVIEW,black=8.8% white=0.0%,,PASS,mediapipe_unavailable,PASS,unique,archetype(REJECT); semantic(REJECT); aesthetic(REJECT); exposure(REVIEW),reject
img_0176.jpg,REJECT,35.0,environmental,0.4016000032424927,REJECT,sim=0.145 (too low),,PASS,disabled,0.1543,REJECT,clip_sim=0.189 (wrong subject),2.85,REJECT,aesthetic=2.9/10 (low quality),0.0,REVIEW,skin_delta=25.2,1.0,PASS,lapvar=1920.1,1.0,PASS,black=1.4% white=0.5%,,PASS,mediapipe_unavailable,PASS,unique,archetype(REJECT); semantic(REJECT); aesthetic(REJECT); skin(REVIEW),reject
img_0177.jpg,REJECT,35.0,environmental,0.39070001244544983,REJECT,sim=0.130 (too low),,PASS,disabled,0.0,REJECT,clip_sim=0.147 (wrong subject),3.07,REJECT,aesthetic=3.1/10 (low quality),0.4426,PASS,skin_delta=13.9,1.0,PASS,lapvar=399.8,1.0,PASS,black=1.2% white=0.0%,,PASS,mediapipe_unavailable,PASS,unique,archetype(REJECT); semantic(REJECT); aesthetic(REJECT),reject
img_0178.jpg,REJECT,35.0,half_body,0.38850000500679016,REJECT,sim=0.126 (too low),,PASS,disabled,0.2696,REVIEW,clip_sim=0.217,3.09,REJECT,aesthetic=3.1/10 (low quality),0.195,PASS,skin_delta=20.1,1.0,PASS,lapvar=2974.3,1.0,PASS,black=2.5% white=0.6%,,PASS,mediapipe_unavailable,REVIEW,semantic_near_dup_clip:0.896,archetype(REJECT); semantic(REVIEW); aesthetic(REJECT),reject
img_0189.jpg,REJECT,35.0,environmental,0.4025000035762787,REJECT,sim=0.146 (too low),,PASS,disabled,0.3081,REVIEW,clip_sim=0.227,2.41,REJECT,aesthetic=2.4/10 (low quality),0.6171,PASS,skin_delta=9.6,1.0,PASS,lapvar=410.0,0.9053,REVIEW,black=2.3% white=8.8%,,PASS,mediapipe_unavailable,PASS,unique,archetype(REJECT); semantic(REVIEW); aesthetic(REJECT); exposure(REVIEW),reject
img_0194.jpg,REJECT,35.0,portrait,0.3167000114917755,REJECT,sim=0.024 (too low),,PASS,disabled,0.0982,REJECT,clip_sim=0.175 (wrong subject),2.67,REJECT,aesthetic=2.7/10 (low quality),0.5035,PASS,skin_delta=12.4,1.0,PASS,lapvar=505.6,1.0,PASS,black=4.6% white=0.3%,,PASS,mediapipe_unavailable,PASS,unique,archetype(REJECT); semantic(REJECT); aesthetic(REJECT),reject
img_0212.jpg,REJECT,35.0,half_body,0.43529999256134033,REJECT,sim=0.193 (too low),,PASS,disabled,0.3885,REVIEW,clip_sim=0.247,2.62,REJECT,aesthetic=2.6/10 (low quality),0.0,REJECT,skin_delta=32.2 (wrong tone),1.0,PASS,lapvar=208.0,1.0,PASS,black=1.2% white=0.1%,,PASS,mediapipe_unavailable,PASS,unique,archetype(REJECT); semantic(REVIEW); aesthetic(REJECT); skin(REJECT),reject
img_0213.jpg,REJECT,35.0,half_body,0.3817000091075897,REJECT,sim=0.117 (too low),,PASS,disabled,0.3513,REVIEW,clip_sim=0.238,1.57,REJECT,aesthetic=1.6/10 (low quality),0.2276,PASS,skin_delta=19.3,0.9966,PASS,lapvar=199.4,1.0,PASS,black=0.8% white=0.6%,,PASS,mediapipe_unavailable,PASS,unique,archetype(REJECT); semantic(REVIEW); aesthetic(REJECT),reject
img_0216.jpg,REJECT,35.0,environmental,0.4415999948978424,REJECT,sim=0.202 (too low),,PASS,disabled,0.4348,PASS,clip_sim=0.259,2.18,REJECT,aesthetic=2.2/10 (low quality),0.4844,PASS,skin_delta=12.9,1.0,PASS,lapvar=378.7,0.9777,REVIEW,black=1.1% white=5.9%,,PASS,mediapipe_unavailable,PASS,unique,archetype(REJECT); aesthetic(REJECT); exposure(REVIEW),reject
img_0218.jpg,REJECT,35.0,half_body,0.4683000147342682,REJECT,sim=0.240 (too low),,PASS,disabled,0.3253,REVIEW,clip_sim=0.231,3.25,REJECT,aesthetic=3.2/10 (low quality),0.2651,PASS,skin_delta=18.4,1.0,PASS,lapvar=502.6,1.0,PASS,black=0.8% white=0.0%,,PASS,mediapipe_unavailable,PASS,unique,archetype(REJECT); semantic(REVIEW); aesthetic(REJECT),reject
img_0219.jpg,REJECT,35.0,environmental,0.4844000041484833,REJECT,sim=0.263 (too low),,PASS,disabled,0.2695,REVIEW,clip_sim=0.217,1.55,REJECT,aesthetic=1.5/10 (low quality),0.2314,PASS,skin_delta=19.2,1.0,PASS,lapvar=237.3,1.0,PASS,black=4.5% white=0.1%,,PASS,mediapipe_unavailable,PASS,unique,archetype(REJECT); semantic(REVIEW); aesthetic(REJECT),reject
img_0225.jpg,REJECT,35.0,half_body,0.4381999969482422,REJECT,sim=0.197 (too low),,PASS,disabled,0.2909,REVIEW,clip_sim=0.223,1.67,REJECT,aesthetic=1.7/10 (low quality),0.0,REVIEW,skin_delta=28.3,1.0,PASS,lapvar=879.8,1.0,PASS,black=2.4% white=0.4%,,PASS,mediapipe_unavailable,PASS,unique,archetype(REJECT); semantic(REVIEW); aesthetic(REJECT); skin(REVIEW),reject
img_0227.jpg,REJECT,35.0,portrait,0.435699999332428,REJECT,sim=0.194 (too low),,PASS,disabled,0.2953,REVIEW,clip_sim=0.224,1.35,REJECT,aesthetic=1.4/10 (low quality),0.0,REVIEW,skin_delta=28.9,1.0,PASS,lapvar=469.2,1.0,PASS,black=1.4% white=0.0%,,PASS,mediapipe_unavailable,PASS,unique,archetype(REJECT); semantic(REVIEW); aesthetic(REJECT); skin(REVIEW),reject
img_0228.jpg,REJECT,35.0,half_body,0.38040000200271606,REJECT,sim=0.115 (too low),,PASS,disabled,0.2556,REVIEW,clip_sim=0.214,1.47,REJECT,aesthetic=1.5/10 (low quality),0.6115,PASS,skin_delta=9.7,0.484,REVIEW,lapvar=112.3,0.9066,REVIEW,black=8.7% white=0.1%,,PASS,mediapipe_unavailable,PASS,unique,archetype(REJECT); semantic(REVIEW); aesthetic(REJECT); blur(REVIEW); exposure(REVIEW),reject
nyra_ref_001.jpg,REJECT,35.0,portrait,0.42089998722076416,REJECT,sim=0.173 (too low),,PASS,disabled,0.1181,REJECT,clip_sim=0.180 (wrong subject),1.81,REJECT,aesthetic=1.8/10 (low quality),0.875,PASS,skin_delta=3.1,0.589,PASS,lapvar=130.1,1.0,PASS,black=2.2% white=0.0%,,PASS,mediapipe_unavailable,PASS,unique,archetype(REJECT); semantic(REJECT); aesthetic(REJECT),reject
nyra_ref_004.jpg,REJECT,35.0,portrait,0.3797999918460846,REJECT,sim=0.114 (too low),,PASS,disabled,0.288,REVIEW,clip_sim=0.222,3.11,REJECT,aesthetic=3.1/10 (low quality),0.0,REVIEW,skin_delta=27.4,1.0,PASS,lapvar=1639.7,0.8735,REVIEW,black=10.1% white=0.8%,,PASS,mediapipe_unavailable,PASS,unique,archetype(REJECT); semantic(REVIEW); aesthetic(REJECT); skin(REVIEW); exposure(REVIEW),reject
nyra_ref_006.jpg,REJECT,35.0,environmental,0.37700000405311584,REJECT,sim=0.110 (too low),,PASS,disabled,0.2537,REVIEW,clip_sim=0.213,2.1,REJECT,aesthetic=2.1/10 (low quality),0.8911,PASS,skin_delta=2.7,1.0,PASS,lapvar=246.1,1.0,PASS,black=4.7% white=0.1%,,PASS,mediapipe_unavailable,PASS,unique,archetype(REJECT); semantic(REVIEW); aesthetic(REJECT),reject
nyra_ref_009.jpg,REJECT,35.0,portrait,0.34619998931884766,REJECT,sim=0.066 (too low),,PASS,disabled,0.2291,REVIEW,clip_sim=0.207,2.37,REJECT,aesthetic=2.4/10 (low quality),0.0,REJECT,skin_delta=43.9 (wrong tone),1.0,PASS,lapvar=388.7,0.9877,REVIEW,black=5.5% white=4.6%,,PASS,mediapipe_unavailable,PASS,unique,archetype(REJECT); semantic(REVIEW); aesthetic(REJECT); skin(REJECT); exposure(REVIEW),reject
nyra_ref_013.jpg,REJECT,35.0,portrait,0.4636000096797943,REJECT,sim=0.234 (too low),,PASS,disabled,0.3009,REVIEW,clip_sim=0.225,2.04,REJECT,aesthetic=2.0/10 (low quality),0.4124,PASS,skin_delta=14.7,0.0436,REJECT,lapvar=37.4 (too blurry),0.9895,REVIEW,black=5.4% white=0.0%,,PASS,mediapipe_unavailable,PASS,unique,archetype(REJECT); semantic(REVIEW); aesthetic(REJECT); blur(REJECT); exposure(REVIEW),reject
nyra_ref_014.jpg,REJECT,35.0,environmental,0.0,REJECT,no_face_detected,,PASS,disabled,0.2257,REVIEW,clip_sim=0.206,2.93,REJECT,aesthetic=2.9/10 (low quality),0.7469,PASS,skin_delta=6.3,1.0,PASS,lapvar=248.8,1.0,PASS,black=0.0% white=0.0%,,PASS,mediapipe_unavailable,PASS,unique,archetype(REJECT); semantic(REVIEW); aesthetic(REJECT),reject
nyra_ref_015.jpg,REJECT,35.0,half_body,0.42260000109672546,REJECT,sim=0.175 (too low),,PASS,disabled,0.2752,REVIEW,clip_sim=0.219,2.0,REJECT,aesthetic=2.0/10 (low quality),0.0,REVIEW,skin_delta=27.9,0.6718,PASS,lapvar=144.2,1.0,PASS,black=3.9% white=1.3%,,PASS,mediapipe_unavailable,REJECT,exact_dup_p:0_d:0,archetype(REJECT); semantic(REVIEW); aesthetic(REJECT); skin(REVIEW),reject
nyra_ref_016.jpg,REJECT,35.0,portrait,0.40310001373291016,REJECT,sim=0.147 (too low),,PASS,disabled,0.3687,REVIEW,clip_sim=0.242,1.06,REJECT,aesthetic=1.1/10 (low quality),0.7643,PASS,skin_delta=5.9,0.2667,REVIEW,lapvar=75.3,0.5217,REVIEW,black=24.1% white=0.7%,,PASS,mediapipe_unavailable,PASS,unique,archetype(REJECT); semantic(REVIEW); aesthetic(REJECT); blur(REVIEW); exposure(REVIEW),reject
img_0207.jpg,REJECT,34.75,environmental,0.3312000036239624,REJECT,sim=0.045 (too low),,PASS,disabled,0.3401,REVIEW,clip_sim=0.235,1.75,REJECT,aesthetic=1.8/10 (low quality),0.0,REVIEW,skin_delta=31.4,0.4779,REVIEW,lapvar=111.3,1.0,PASS,black=1.1% white=0.6%,,PASS,mediapipe_unavailable,PASS,unique,archetype(REJECT); semantic(REVIEW); aesthetic(REJECT); skin(REVIEW); blur(REVIEW),reject
img_0037.jpg,REJECT,34.59000015258789,portrait,0.42579999566078186,REJECT,sim=0.180 (too low),,PASS,disabled,0.1202,REJECT,clip_sim=0.180 (wrong subject),2.82,REJECT,aesthetic=2.8/10 (low quality),0.0,REVIEW,skin_delta=28.3,1.0,PASS,lapvar=200.9,0.7412,REVIEW,black=15.4% white=0.0%,,PASS,mediapipe_unavailable,PASS,unique,archetype(REJECT); semantic(REJECT); aesthetic(REJECT); skin(REVIEW); exposure(REVIEW),reject
img_0115.jpg,REJECT,34.54999923706055,half_body,0.4361000061035156,REJECT,sim=0.194 (too low),,PASS,disabled,0.0188,REJECT,clip_sim=0.155 (wrong subject),2.06,REJECT,aesthetic=2.1/10 (low quality),0.0,REJECT,skin_delta=68.8 (wrong tone),1.0,PASS,lapvar=389.8,1.0,PASS,black=1.5% white=0.3%,,PASS,mediapipe_unavailable,PASS,unique,archetype(REJECT); semantic(REJECT); aesthetic(REJECT); skin(REJECT),reject
nyra_ref_008.jpg,REJECT,34.369998931884766,portrait,0.39320001006126404,REJECT,sim=0.133 (too low),,PASS,disabled,0.0693,REJECT,clip_sim=0.167 (wrong subject),2.95,REJECT,aesthetic=2.9/10 (low quality),0.0,REVIEW,skin_delta=30.4,1.0,PASS,lapvar=1101.6,1.0,PASS,black=0.4% white=0.4%,,PASS,mediapipe_unavailable,PASS,unique,archetype(REJECT); semantic(REJECT); aesthetic(REJECT); skin(REVIEW),reject
img_0220.jpg,REJECT,34.05,environmental,0.46149998903274536,REJECT,sim=0.231 (too low),,PASS,disabled,0.1114,REJECT,clip_sim=0.178 (wrong subject),1.57,REJECT,aesthetic=1.6/10 (low quality),0.0,REJECT,skin_delta=40.0 (wrong tone),0.5652,PASS,lapvar=126.1,1.0,PASS,black=4.3% white=0.0%,,PASS,mediapipe_unavailable,PASS,unique,archetype(REJECT); semantic(REJECT); aesthetic(REJECT); skin(REJECT),reject
nyra_ref_005.jpg,REJECT,33.93,portrait,0.43160000443458557,REJECT,sim=0.188 (too low),,PASS,disabled,0.1809,REJECT,clip_sim=0.195 (wrong subject),3.19,REJECT,aesthetic=3.2/10 (low quality),0.0883,PASS,skin_delta=22.8,0.2863,REVIEW,lapvar=78.7,1.0,PASS,black=0.0% white=0.7%,,PASS,mediapipe_unavailable,PASS,unique,archetype(REJECT); semantic(REJECT); aesthetic(REJECT); blur(REVIEW),reject
img_0022.jpg,REJECT,33.459999084472656,closeup,0.38370001316070557,REJECT,sim=0.120 (too low),,PASS,disabled,0.0484,REJECT,clip_sim=0.162 (wrong subject),2.44,REJECT,aesthetic=2.4/10 (low quality),0.0,REJECT,skin_delta=54.1 (wrong tone),1.0,PASS,lapvar=219.9,1.0,PASS,black=2.4% white=0.1%,,PASS,mediapipe_unavailable,PASS,unique,archetype(REJECT); semantic(REJECT); aesthetic(REJECT); skin(REJECT),reject
img_0173.jpg,REJECT,33.439998626708984,environmental,0.3571999967098236,REJECT,sim=0.082 (too low),,PASS,disabled,0.0831,REJECT,clip_sim=0.171 (wrong subject),2.34,REJECT,aesthetic=2.3/10 (low quality),0.0,REJECT,skin_delta=76.1 (wrong tone),1.0,PASS,lapvar=668.9,1.0,PASS,black=2.3% white=0.0%,,PASS,mediapipe_unavailable,PASS,unique,archetype(REJECT); semantic(REJECT); aesthetic(REJECT); skin(REJECT),reject
nyra_ref_010.jpg,REJECT,33.209999084472656,portrait,0.361299991607666,REJECT,sim=0.088 (too low),,PASS,disabled,0.0693,REJECT,clip_sim=0.167 (wrong subject),1.82,REJECT,aesthetic=1.8/10 (low quality),0.0,REJECT,skin_delta=56.1 (wrong tone),1.0,PASS,lapvar=213.0,1.0,PASS,black=3.3% white=1.7%,,PASS,mediapipe_unavailable,PASS,unique,archetype(REJECT); semantic(REJECT); aesthetic(REJECT); skin(REJECT),reject
img_0025.jpg,REJECT,33.0099983215332,environmental,0.3682999908924103,REJECT,sim=0.098 (too low),,PASS,disabled,0.0525,REJECT,clip_sim=0.163 (wrong subject),2.97,REJECT,aesthetic=3.0/10 (low quality),0.0,REJECT,skin_delta=43.2 (wrong tone),1.0,PASS,lapvar=992.4,1.0,PASS,black=4.0% white=4.7%,,PASS,mediapipe_unavailable,PASS,unique,archetype(REJECT); semantic(REJECT); aesthetic(REJECT); skin(REJECT),reject
nyra_ref_011.jpg,REJECT,32.959999084472656,environmental,0.33730000257492065,REJECT,sim=0.053 (too low),,PASS,disabled,0.2007,REVIEW,clip_sim=0.200,2.72,REJECT,aesthetic=2.7/10 (low quality),0.0,REJECT,skin_delta=98.8 (wrong tone),1.0,PASS,lapvar=1252.6,0.6744,REVIEW,black=0.5% white=18.0%,,PASS,mediapipe_unavailable,PASS,unique,archetype(REJECT); semantic(REVIEW); aesthetic(REJECT); skin(REJECT); exposure(REVIEW),reject
img_0003.jpg,REJECT,32.53,portrait,0.41760000586509705,REJECT,sim=0.168 (too low),,PASS,disabled,0.1752,REJECT,clip_sim=0.194 (wrong subject),1.74,REJECT,aesthetic=1.7/10 (low quality),0.0,REJECT,skin_delta=49.0 (wrong tone),0.382,REVIEW,lapvar=94.9,1.0,PASS,black=0.1% white=0.5%,,PASS,mediapipe_unavailable,PASS,unique,archetype(REJECT); semantic(REJECT); aesthetic(REJECT); skin(REJECT); blur(REVIEW),reject
nyra_ref_017.jpg,REJECT,32.53,portrait,0.41760000586509705,REJECT,sim=0.168 (too low),,PASS,disabled,0.1752,REJECT,clip_sim=0.194 (wrong subject),1.74,REJECT,aesthetic=1.7/10 (low quality),0.0,REJECT,skin_delta=49.0 (wrong tone),0.382,REVIEW,lapvar=94.9,1.0,PASS,black=0.1% white=0.5%,,PASS,mediapipe_unavailable,REJECT,exact_dup_p:0_d:0,archetype(REJECT); semantic(REJECT); aesthetic(REJECT); skin(REJECT); blur(REVIEW),reject
img_0195.jpg,REJECT,31.77,half_body,0.39430001378059387,REJECT,sim=0.135 (too low),,PASS,disabled,0.0646,REJECT,clip_sim=0.166 (wrong subject),2.33,REJECT,aesthetic=2.3/10 (low quality),0.0,REJECT,skin_delta=41.3 (wrong tone),0.7239,PASS,lapvar=153.1,1.0,PASS,black=0.0% white=0.0%,,PASS,mediapipe_unavailable,PASS,unique,archetype(REJECT); semantic(REJECT); aesthetic(REJECT); skin(REJECT),reject
nyra_ref_012.jpg,REJECT,31.610000610351562,portrait,0.4794999957084656,REJECT,sim=0.256 (too low),,PASS,disabled,0.1865,REJECT,clip_sim=0.197 (wrong subject),2.07,REJECT,aesthetic=2.1/10 (low quality),0.0,REVIEW,skin_delta=26.4,1.0,PASS,lapvar=3177.8,0.0,REJECT,black=6.4% white=47.0%,,PASS,mediapipe_unavailable,PASS,unique,archetype(REJECT); semantic(REJECT); aesthetic(REJECT); skin(REVIEW); exposure(REJECT),reject
nyra_ref_003.jpg,REJECT,29.93000030517578,half_body,0.35440000891685486,REJECT,sim=0.078 (too low),,PASS,disabled,0.1192,REJECT,clip_sim=0.180 (wrong subject),2.2,REJECT,aesthetic=2.2/10 (low quality),0.0,REJECT,skin_delta=42.1 (wrong tone),1.0,PASS,lapvar=405.5,0.5173,REJECT,black=0.2% white=24.3%,,PASS,mediapipe_unavailable,PASS,unique,archetype(REJECT); semantic(REJECT); aesthetic(REJECT); skin(REJECT); exposure(REJECT),reject
img_0179.jpg,REJECT,28.14,environmental,0.2896000146865845,REJECT,sim=-0.015 (too low),,PASS,disabled,0.1267,REJECT,clip_sim=0.182 (wrong subject),2.6,REJECT,aesthetic=2.6/10 (low quality),0.0,REVIEW,skin_delta=28.1,0.5698,PASS,lapvar=126.9,0.9873,REVIEW,black=0.6% white=5.5%,,PASS,mediapipe_unavailable,PASS,unique,archetype(REJECT); semantic(REJECT); aesthetic(REJECT); skin(REVIEW); exposure(REVIEW),reject
img_0214.jpg,REJECT,27.98,environmental,0.0,REJECT,no_face_detected,,PASS,disabled,0.0,REJECT,clip_sim=0.124 (wrong subject),2.65,REJECT,aesthetic=2.6/10 (low quality),0.63,PASS,skin_delta=9.3,1.0,PASS,lapvar=303.5,0.8181,REVIEW,black=0.8% white=12.3%,,PASS,mediapipe_unavailable,PASS,unique,archetype(REJECT); semantic(REJECT); aesthetic(REJECT); exposure(REVIEW),reject
img_0018.jpg,REJECT,26.72,environmental,0.0,REJECT,no_face_detected,,PASS,disabled,0.3297,REVIEW,clip_sim=0.232,2.88,REJECT,aesthetic=2.9/10 (low quality),0.0656,PASS,skin_delta=23.4,1.0,PASS,lapvar=490.7,0.8188,REVIEW,black=12.2% white=0.2%,,PASS,mediapipe_unavailable,PASS,unique,archetype(REJECT); semantic(REVIEW); aesthetic(REJECT); exposure(REVIEW),reject
